call_id,hcp_id,rep_id,call_date,call_note_raw,call_summary_target,agent_summary,agent_sentiment,agent_topics,agent_next_action,agent_compliance_flag,agent_competitor_flag
CALL_000437,HCP_03076,REP_032,2024-01-02,HCP raised side effect management and mentioned no suitable patients yet. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised side effect management and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000438,HCP_00635,REP_079,2024-01-04,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised new indication and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000439,HCP_03975,REP_004,2024-05-06,HCP raised patient support program and mentioned workflow complexity. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised patient support program and mentioned workflow complexity.,ERROR,,,,,
CALL_000440,HCP_04493,REP_040,2024-02-17,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised efficacy improvement and mentioned cost too high.,ERROR,,,,,
CALL_000441,HCP_02284,REP_067,2024-07-07,HCP raised side effect management and mentioned needs more data. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised side effect management and mentioned needs more data.,ERROR,,,,,
CALL_000442,HCP_00440,REP_041,2024-02-29,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised new indication and mentioned prefers competitor.,ERROR,,,,,
CALL_000443,HCP_00489,REP_008,2024-01-05,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised patient support program and mentioned needs more data.,ERROR,,,,,
CALL_000444,HCP_01521,REP_043,2024-01-03,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised safety concern and mentioned formulary restrictions.,ERROR,,,,,
CALL_000445,HCP_04396,REP_060,2024-01-01,HCP raised safety concern and mentioned prefers competitor. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised safety concern and mentioned prefers competitor.,ERROR,,,,,
CALL_000446,HCP_01678,REP_057,2024-01-13,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised safety concern and mentioned needs more data.,ERROR,,,,,
CALL_000447,HCP_02828,REP_038,2024-05-01,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised efficacy improvement and mentioned prefers competitor.,ERROR,,,,,
CALL_000448,HCP_03604,REP_028,2024-01-31,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised patient support program and mentioned needs more data.,ERROR,,,,,
CALL_000449,HCP_02439,REP_040,2024-01-18,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised efficacy improvement and mentioned needs more data.,ERROR,,,,,
CALL_000450,HCP_00913,REP_046,2024-01-03,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised safety concern and mentioned needs more data.,ERROR,,,,,
CALL_000451,HCP_02379,REP_059,2024-01-06,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised efficacy improvement and mentioned prefers competitor.,ERROR,,,,,
CALL_000452,HCP_04638,REP_011,2024-01-04,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised access / prior auth and mentioned formulary restrictions.,ERROR,,,,,
CALL_000453,HCP_01200,REP_051,2024-01-21,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised patient support program and mentioned needs more data.,ERROR,,,,,
CALL_000454,HCP_02487,REP_007,2024-02-08,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised efficacy improvement and mentioned cost too high.,ERROR,,,,,
CALL_000455,HCP_02325,REP_065,2024-01-30,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised new indication and mentioned prefers competitor.,ERROR,,,,,
CALL_000456,HCP_00324,REP_041,2024-01-01,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised new indication and mentioned cost too high.,ERROR,,,,,
CALL_000457,HCP_00947,REP_053,2024-02-25,HCP raised patient support program and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised patient support program and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000458,HCP_03160,REP_009,2024-01-24,HCP raised safety concern and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised safety concern and mentioned cost too high.,ERROR,,,,,
CALL_000459,HCP_00444,REP_035,2024-01-01,HCP raised access / prior auth and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised access / prior auth and mentioned prefers competitor.,ERROR,,,,,
CALL_000460,HCP_04965,REP_024,2024-01-22,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised new indication and mentioned workflow complexity.,ERROR,,,,,
CALL_000461,HCP_04600,REP_033,2024-01-06,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised access / prior auth and mentioned cost too high.,ERROR,,,,,
CALL_000462,HCP_02799,REP_011,2024-04-06,HCP raised access / prior auth and mentioned needs more data. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised access / prior auth and mentioned needs more data.,ERROR,,,,,
CALL_000463,HCP_00492,REP_022,2024-01-04,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised efficacy improvement and mentioned needs more data.,ERROR,,,,,
CALL_000464,HCP_02479,REP_017,2024-01-30,HCP raised patient support program and mentioned no suitable patients yet. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised patient support program and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000465,HCP_04585,REP_071,2024-01-30,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised new indication and mentioned workflow complexity.,ERROR,,,,,
CALL_000466,HCP_04394,REP_078,2024-01-26,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised efficacy improvement and mentioned needs more data.,ERROR,,,,,
CALL_000467,HCP_04324,REP_044,2024-01-07,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised patient support program and mentioned needs more data.,ERROR,,,,,
CALL_000468,HCP_03461,REP_048,2024-02-25,HCP raised patient support program and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised patient support program and mentioned cost too high.,ERROR,,,,,
CALL_000469,HCP_01245,REP_006,2024-03-11,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised new indication and mentioned needs more data.,ERROR,,,,,
CALL_000470,HCP_02970,REP_044,2024-01-22,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised new indication and mentioned prefers competitor.,ERROR,,,,,
CALL_000471,HCP_00928,REP_058,2024-01-07,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised safety concern and mentioned formulary restrictions.,ERROR,,,,,
CALL_000472,HCP_04120,REP_079,2024-01-25,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised efficacy improvement and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000473,HCP_03203,REP_076,2024-01-11,HCP raised new indication and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised new indication and mentioned formulary restrictions.,ERROR,,,,,
CALL_000474,HCP_02687,REP_045,2024-01-17,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised safety concern and mentioned needs more data.,ERROR,,,,,
CALL_000475,HCP_04954,REP_033,2024-01-20,HCP raised patient support program and mentioned workflow complexity. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised patient support program and mentioned workflow complexity.,ERROR,,,,,
CALL_000476,HCP_00156,REP_036,2024-01-05,HCP raised efficacy improvement and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised efficacy improvement and mentioned formulary restrictions.,ERROR,,,,,
CALL_000477,HCP_01876,REP_021,2024-01-02,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised efficacy improvement and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000478,HCP_00215,REP_045,2024-03-09,HCP raised safety concern and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised safety concern and mentioned prefers competitor.,ERROR,,,,,
CALL_000479,HCP_01981,REP_028,2024-01-09,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised efficacy improvement and mentioned workflow complexity.,ERROR,,,,,
CALL_000480,HCP_02592,REP_003,2024-01-19,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised access / prior auth and mentioned formulary restrictions.,ERROR,,,,,
CALL_000481,HCP_03830,REP_078,2024-02-07,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised access / prior auth and mentioned cost too high.,ERROR,,,,,
CALL_000482,HCP_01107,REP_026,2024-02-24,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised side effect management and mentioned cost too high.,ERROR,,,,,
CALL_000483,HCP_01015,REP_078,2024-01-07,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised access / prior auth and mentioned formulary restrictions.,ERROR,,,,,
CALL_000484,HCP_02845,REP_067,2024-03-23,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised side effect management and mentioned prefers competitor.,ERROR,,,,,
CALL_000485,HCP_04282,REP_076,2024-01-18,HCP raised side effect management and mentioned needs more data. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised side effect management and mentioned needs more data.,ERROR,,,,,
CALL_000486,HCP_00068,REP_006,2024-01-06,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised safety concern and mentioned workflow complexity.,ERROR,,,,,
CALL_000487,HCP_02229,REP_072,2024-02-09,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised safety concern and mentioned formulary restrictions.,ERROR,,,,,
CALL_000488,HCP_04456,REP_003,2024-02-21,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised efficacy improvement and mentioned needs more data.,ERROR,,,,,
CALL_000489,HCP_01726,REP_005,2024-05-26,HCP raised patient support program and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised patient support program and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000490,HCP_04653,REP_028,2024-01-25,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised new indication and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000491,HCP_01772,REP_025,2024-01-05,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised efficacy improvement and mentioned prefers competitor.,ERROR,,,,,
CALL_000492,HCP_02645,REP_061,2024-03-09,HCP raised side effect management and mentioned no suitable patients yet. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised side effect management and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000493,HCP_04790,REP_060,2024-01-06,HCP raised safety concern and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised safety concern and mentioned cost too high.,ERROR,,,,,
CALL_000494,HCP_00722,REP_047,2024-01-24,HCP raised efficacy improvement and mentioned formulary restrictions. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised efficacy improvement and mentioned formulary restrictions.,ERROR,,,,,
CALL_000495,HCP_01194,REP_074,2024-01-25,HCP raised side effect management and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised side effect management and mentioned needs more data.,ERROR,,,,,
CALL_000496,HCP_04638,REP_069,2024-09-05,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised safety concern and mentioned workflow complexity.,ERROR,,,,,
CALL_000497,HCP_01193,REP_001,2024-01-04,HCP raised side effect management and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised side effect management and mentioned needs more data.,ERROR,,,,,
CALL_000498,HCP_04384,REP_036,2024-01-02,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised new indication and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000499,HCP_03801,REP_052,2024-01-03,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised access / prior auth and mentioned cost too high.,ERROR,,,,,
CALL_000500,HCP_03943,REP_028,2024-05-28,HCP raised side effect management and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised side effect management and mentioned workflow complexity.,ERROR,,,,,
CALL_000501,HCP_04982,REP_040,2024-06-17,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised patient support program and mentioned formulary restrictions.,ERROR,,,,,
CALL_000502,HCP_00070,REP_057,2024-01-17,HCP raised side effect management and mentioned no suitable patients yet. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised side effect management and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000503,HCP_04418,REP_005,2024-01-22,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised efficacy improvement and mentioned cost too high.,ERROR,,,,,
CALL_000504,HCP_04296,REP_074,2024-01-31,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised new indication and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000505,HCP_04601,REP_018,2024-01-12,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised new indication and mentioned needs more data.,ERROR,,,,,
CALL_000506,HCP_00860,REP_069,2024-03-22,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised access / prior auth and mentioned workflow complexity.,ERROR,,,,,
CALL_000507,HCP_04902,REP_056,2024-01-08,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised safety concern and mentioned workflow complexity.,ERROR,,,,,
CALL_000508,HCP_03953,REP_022,2024-01-04,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised efficacy improvement and mentioned prefers competitor.,ERROR,,,,,
CALL_000509,HCP_02008,REP_075,2024-01-19,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised efficacy improvement and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000510,HCP_03670,REP_066,2024-01-06,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised new indication and mentioned prefers competitor.,ERROR,,,,,
CALL_000511,HCP_00639,REP_049,2024-01-18,HCP raised patient support program and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised patient support program and mentioned cost too high.,ERROR,,,,,
CALL_000512,HCP_03191,REP_003,2024-01-03,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised new indication and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000513,HCP_02926,REP_024,2024-02-21,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised safety concern and mentioned needs more data.,ERROR,,,,,
CALL_000514,HCP_00366,REP_034,2024-03-26,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised access / prior auth and mentioned formulary restrictions.,ERROR,,,,,
CALL_000515,HCP_03580,REP_073,2024-02-20,HCP raised access / prior auth and mentioned needs more data. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised access / prior auth and mentioned needs more data.,ERROR,,,,,
CALL_000516,HCP_04235,REP_067,2024-05-05,HCP raised safety concern and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised safety concern and mentioned prefers competitor.,"HCP raised safety concern, prefers competitor, and has low interest in product.",Low,"Safety, Access / Prior Auth",Share copay info,True,True
CALL_000517,HCP_01027,REP_017,2024-01-09,HCP raised side effect management and mentioned no suitable patients yet. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised side effect management and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000518,HCP_03510,REP_075,2024-01-15,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised patient support program and mentioned needs more data.,ERROR,,,,,
CALL_000519,HCP_04492,REP_065,2024-01-25,HCP raised efficacy improvement and mentioned formulary restrictions. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised efficacy improvement and mentioned formulary restrictions.,ERROR,,,,,
CALL_000520,HCP_04605,REP_078,2024-04-14,HCP raised patient support program and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised patient support program and mentioned prefers competitor.,ERROR,,,,,
CALL_000521,HCP_04811,REP_026,2024-02-09,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised access / prior auth and mentioned formulary restrictions.,ERROR,,,,,
CALL_000522,HCP_04725,REP_022,2024-03-08,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised safety concern and mentioned formulary restrictions.,ERROR,,,,,
CALL_000523,HCP_03691,REP_013,2024-03-03,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised efficacy improvement and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000524,HCP_03996,REP_019,2024-01-25,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised safety concern and mentioned formulary restrictions.,ERROR,,,,,
CALL_000525,HCP_01843,REP_049,2024-01-25,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised access / prior auth and mentioned formulary restrictions.,ERROR,,,,,
CALL_000526,HCP_03819,REP_029,2024-02-19,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised new indication and mentioned prefers competitor.,ERROR,,,,,
CALL_000527,HCP_03130,REP_078,2024-03-03,HCP raised safety concern and mentioned prefers competitor. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised safety concern and mentioned prefers competitor.,ERROR,,,,,
CALL_000528,HCP_04531,REP_002,2024-01-04,HCP raised safety concern and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised safety concern and mentioned prefers competitor.,ERROR,,,,,
CALL_000529,HCP_03755,REP_059,2024-01-04,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised safety concern and mentioned formulary restrictions.,ERROR,,,,,
CALL_000530,HCP_01225,REP_039,2024-01-03,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised efficacy improvement and mentioned needs more data.,ERROR,,,,,
CALL_000531,HCP_01204,REP_067,2024-03-01,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised efficacy improvement and mentioned needs more data.,ERROR,,,,,
CALL_000532,HCP_01128,REP_030,2024-02-29,HCP raised side effect management and mentioned no suitable patients yet. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised side effect management and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000533,HCP_04825,REP_075,2024-01-19,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised access / prior auth and mentioned cost too high.,ERROR,,,,,
CALL_000534,HCP_04337,REP_022,2024-01-29,HCP raised patient support program and mentioned workflow complexity. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised patient support program and mentioned workflow complexity.,ERROR,,,,,
CALL_000535,HCP_01156,REP_023,2024-01-22,HCP raised side effect management and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised side effect management and mentioned formulary restrictions.,ERROR,,,,,
CALL_000536,HCP_04233,REP_011,2024-03-10,HCP raised patient support program and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised patient support program and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000537,HCP_01246,REP_007,2024-01-14,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised safety concern and mentioned formulary restrictions.,ERROR,,,,,
CALL_000538,HCP_02741,REP_011,2024-01-23,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised side effect management and mentioned prefers competitor.,ERROR,,,,,
CALL_000539,HCP_03507,REP_071,2024-01-03,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised efficacy improvement and mentioned workflow complexity.,ERROR,,,,,
CALL_000540,HCP_01308,REP_031,2024-02-21,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised efficacy improvement and mentioned needs more data.,ERROR,,,,,
CALL_000541,HCP_04099,REP_054,2024-02-25,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised efficacy improvement and mentioned needs more data.,ERROR,,,,,
CALL_000542,HCP_02484,REP_046,2024-01-05,HCP raised side effect management and mentioned formulary restrictions. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised side effect management and mentioned formulary restrictions.,ERROR,,,,,
CALL_000543,HCP_03454,REP_047,2024-01-31,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised safety concern and mentioned needs more data.,ERROR,,,,,
CALL_000544,HCP_03368,REP_044,2024-01-09,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised efficacy improvement and mentioned needs more data.,ERROR,,,,,
CALL_000545,HCP_00714,REP_028,2024-01-11,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised access / prior auth and mentioned cost too high.,ERROR,,,,,
CALL_000546,HCP_01161,REP_048,2024-01-29,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised access / prior auth and mentioned workflow complexity.,ERROR,,,,,
CALL_000547,HCP_04867,REP_046,2024-01-05,HCP raised safety concern and mentioned no suitable patients yet. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised safety concern and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000548,HCP_02631,REP_024,2024-02-11,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised side effect management and mentioned cost too high.,ERROR,,,,,
CALL_000549,HCP_01169,REP_007,2024-02-09,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised access / prior auth and mentioned workflow complexity.,ERROR,,,,,
CALL_000550,HCP_03918,REP_051,2024-01-27,HCP raised efficacy improvement and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised efficacy improvement and mentioned formulary restrictions.,ERROR,,,,,
CALL_000551,HCP_01992,REP_043,2024-02-11,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised access / prior auth and mentioned workflow complexity.,ERROR,,,,,
CALL_000552,HCP_02870,REP_009,2024-03-24,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised side effect management and mentioned cost too high.,ERROR,,,,,
CALL_000553,HCP_02724,REP_066,2024-03-26,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised safety concern and mentioned workflow complexity.,ERROR,,,,,
CALL_000554,HCP_00377,REP_064,2024-05-12,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised efficacy improvement and mentioned workflow complexity.,ERROR,,,,,
CALL_000555,HCP_02190,REP_056,2024-02-10,HCP raised access / prior auth and mentioned needs more data. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised access / prior auth and mentioned needs more data.,ERROR,,,,,
CALL_000556,HCP_00569,REP_033,2024-01-05,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised side effect management and mentioned prefers competitor.,ERROR,,,,,
CALL_000557,HCP_03369,REP_024,2024-05-07,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised efficacy improvement and mentioned cost too high.,ERROR,,,,,
CALL_000558,HCP_02908,REP_035,2024-01-28,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised access / prior auth and mentioned formulary restrictions.,ERROR,,,,,
CALL_000559,HCP_01421,REP_000,2024-01-17,HCP raised side effect management and mentioned formulary restrictions. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised side effect management and mentioned formulary restrictions.,ERROR,,,,,
CALL_000560,HCP_00746,REP_078,2024-01-15,HCP raised side effect management and mentioned workflow complexity. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised side effect management and mentioned workflow complexity.,ERROR,,,,,
CALL_000561,HCP_04106,REP_013,2024-03-21,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised new indication and mentioned prefers competitor.,ERROR,,,,,
CALL_000562,HCP_00976,REP_054,2024-01-10,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised efficacy improvement and mentioned workflow complexity.,ERROR,,,,,
CALL_000563,HCP_00033,REP_051,2024-04-10,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised patient support program and mentioned needs more data.,ERROR,,,,,
