call_id,hcp_id,rep_id,call_date,call_note_raw,call_summary_target
CALL_003652,HCP_04667,REP_076,2024-01-20,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised side effect management and mentioned prefers competitor.
CALL_003653,HCP_03104,REP_018,2024-01-06,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised efficacy improvement and mentioned no suitable patients yet.
CALL_003654,HCP_02749,REP_041,2024-01-02,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised efficacy improvement and mentioned workflow complexity.
CALL_003655,HCP_02761,REP_010,2024-01-09,HCP raised patient support program and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised patient support program and mentioned cost too high.
CALL_003656,HCP_03520,REP_002,2024-01-21,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised side effect management and mentioned cost too high.
CALL_003657,HCP_00296,REP_004,2024-01-17,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised side effect management and mentioned prefers competitor.
CALL_003658,HCP_00846,REP_009,2024-02-29,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised new indication and mentioned cost too high.
CALL_003659,HCP_04052,REP_016,2024-05-09,HCP raised access / prior auth and mentioned prefers competitor. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised access / prior auth and mentioned prefers competitor.
CALL_003660,HCP_02489,REP_023,2024-01-21,HCP raised safety concern and mentioned no suitable patients yet. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised safety concern and mentioned no suitable patients yet.
CALL_003661,HCP_01319,REP_036,2024-04-10,HCP raised side effect management and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised side effect management and mentioned needs more data.
CALL_003662,HCP_04605,REP_038,2024-04-01,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised new indication and mentioned workflow complexity.
CALL_003663,HCP_02676,REP_068,2024-01-08,HCP raised efficacy improvement and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised efficacy improvement and mentioned formulary restrictions.
CALL_003664,HCP_04720,REP_046,2024-01-03,HCP raised side effect management and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised side effect management and mentioned workflow complexity.
CALL_003665,HCP_02573,REP_077,2024-01-09,HCP raised safety concern and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised safety concern and mentioned no suitable patients yet.
CALL_003666,HCP_03127,REP_024,2024-02-27,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised safety concern and mentioned workflow complexity.
CALL_003667,HCP_03712,REP_046,2024-06-05,HCP raised safety concern and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised safety concern and mentioned cost too high.
CALL_003668,HCP_00884,REP_030,2024-01-09,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised new indication and mentioned prefers competitor.
CALL_003669,HCP_00297,REP_018,2024-03-21,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised new indication and mentioned prefers competitor.
CALL_003670,HCP_04416,REP_030,2024-02-14,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised efficacy improvement and mentioned cost too high.
CALL_003671,HCP_03721,REP_022,2024-01-24,HCP raised side effect management and mentioned no suitable patients yet. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised side effect management and mentioned no suitable patients yet.
CALL_003672,HCP_04296,REP_040,2024-01-06,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised new indication and mentioned needs more data.
CALL_003673,HCP_01424,REP_051,2024-01-18,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised patient support program and mentioned formulary restrictions.
CALL_003674,HCP_03455,REP_017,2024-01-02,HCP raised access / prior auth and mentioned no suitable patients yet. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised access / prior auth and mentioned no suitable patients yet.
CALL_003675,HCP_04481,REP_005,2024-01-16,HCP raised access / prior auth and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised access / prior auth and mentioned needs more data.
CALL_003676,HCP_03691,REP_044,2024-01-15,HCP raised side effect management and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised side effect management and mentioned no suitable patients yet.
CALL_003677,HCP_02818,REP_059,2024-01-25,HCP raised patient support program and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised patient support program and mentioned cost too high.
CALL_003678,HCP_02283,REP_057,2024-02-19,HCP raised patient support program and mentioned no suitable patients yet. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised patient support program and mentioned no suitable patients yet.
CALL_003679,HCP_02515,REP_053,2024-01-18,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised side effect management and mentioned cost too high.
CALL_003680,HCP_03247,REP_074,2024-03-07,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised access / prior auth and mentioned formulary restrictions.
CALL_003681,HCP_04556,REP_042,2024-02-09,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised safety concern and mentioned formulary restrictions.
CALL_003682,HCP_00099,REP_002,2024-01-11,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised safety concern and mentioned needs more data.
CALL_003683,HCP_02571,REP_044,2024-05-26,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised new indication and mentioned cost too high.
CALL_003684,HCP_03394,REP_076,2024-01-02,HCP raised safety concern and mentioned no suitable patients yet. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised safety concern and mentioned no suitable patients yet.
CALL_003685,HCP_04796,REP_079,2024-01-05,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised safety concern and mentioned formulary restrictions.
CALL_003686,HCP_01221,REP_061,2024-01-05,HCP raised patient support program and mentioned prefers competitor. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised patient support program and mentioned prefers competitor.
CALL_003687,HCP_04196,REP_017,2024-01-22,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised new indication and mentioned needs more data.
CALL_003688,HCP_02359,REP_059,2024-02-19,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised new indication and mentioned workflow complexity.
CALL_003689,HCP_04398,REP_005,2024-01-27,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised efficacy improvement and mentioned needs more data.
CALL_003690,HCP_00076,REP_036,2024-03-31,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised new indication and mentioned no suitable patients yet.
CALL_003691,HCP_00061,REP_024,2024-02-11,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised safety concern and mentioned needs more data.
CALL_003692,HCP_03451,REP_012,2024-01-23,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised access / prior auth and mentioned formulary restrictions.
CALL_003693,HCP_02904,REP_075,2024-03-14,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised new indication and mentioned workflow complexity.
CALL_003694,HCP_04529,REP_064,2024-01-14,HCP raised patient support program and mentioned cost too high. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised patient support program and mentioned cost too high.
CALL_003695,HCP_04489,REP_036,2024-05-18,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised safety concern and mentioned needs more data.
CALL_003696,HCP_03584,REP_047,2024-03-03,HCP raised access / prior auth and mentioned prefers competitor. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised access / prior auth and mentioned prefers competitor.
CALL_003697,HCP_04135,REP_048,2024-01-21,HCP raised patient support program and mentioned cost too high. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised patient support program and mentioned cost too high.
CALL_003698,HCP_00679,REP_049,2024-01-29,HCP raised side effect management and mentioned formulary restrictions. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised side effect management and mentioned formulary restrictions.
CALL_003699,HCP_02554,REP_021,2024-01-15,HCP raised access / prior auth and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised access / prior auth and mentioned prefers competitor.
CALL_003700,HCP_04916,REP_034,2024-01-12,HCP raised access / prior auth and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised access / prior auth and mentioned no suitable patients yet.
CALL_003701,HCP_03778,REP_013,2024-01-07,HCP raised safety concern and mentioned prefers competitor. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised safety concern and mentioned prefers competitor.
CALL_003702,HCP_03448,REP_071,2024-02-09,HCP raised access / prior auth and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised access / prior auth and mentioned no suitable patients yet.
CALL_003703,HCP_03185,REP_068,2024-03-21,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised safety concern and mentioned formulary restrictions.
CALL_003704,HCP_02204,REP_016,2024-02-21,HCP raised new indication and mentioned formulary restrictions. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised new indication and mentioned formulary restrictions.
CALL_003705,HCP_02164,REP_008,2024-01-07,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised efficacy improvement and mentioned cost too high.
CALL_003706,HCP_04553,REP_063,2024-01-14,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised new indication and mentioned cost too high.
CALL_003707,HCP_00832,REP_021,2024-02-07,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised access / prior auth and mentioned formulary restrictions.
CALL_003708,HCP_01718,REP_061,2024-03-29,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised access / prior auth and mentioned workflow complexity.
CALL_003709,HCP_03986,REP_025,2024-05-11,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised access / prior auth and mentioned formulary restrictions.
CALL_003710,HCP_01498,REP_071,2024-01-11,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised new indication and mentioned needs more data.
CALL_003711,HCP_02507,REP_020,2024-01-14,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised efficacy improvement and mentioned prefers competitor.
CALL_003712,HCP_02410,REP_020,2024-03-01,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised efficacy improvement and mentioned cost too high.
CALL_003713,HCP_00242,REP_030,2024-01-23,HCP raised patient support program and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised patient support program and mentioned prefers competitor.
CALL_003714,HCP_01759,REP_060,2024-03-22,HCP raised access / prior auth and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised access / prior auth and mentioned needs more data.
CALL_003715,HCP_04616,REP_023,2024-02-04,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised patient support program and mentioned formulary restrictions.
CALL_003716,HCP_01740,REP_071,2024-03-22,HCP raised new indication and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised new indication and mentioned formulary restrictions.
CALL_003717,HCP_03661,REP_062,2024-01-20,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised efficacy improvement and mentioned prefers competitor.
CALL_003718,HCP_04228,REP_010,2024-03-27,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised efficacy improvement and mentioned prefers competitor.
CALL_003719,HCP_02703,REP_079,2024-01-08,HCP raised access / prior auth and mentioned prefers competitor. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised access / prior auth and mentioned prefers competitor.
CALL_003720,HCP_04238,REP_034,2024-03-23,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised side effect management and mentioned cost too high.
CALL_003721,HCP_04431,REP_054,2024-01-16,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised side effect management and mentioned cost too high.
CALL_003722,HCP_02994,REP_026,2024-03-11,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised new indication and mentioned prefers competitor.
CALL_003723,HCP_02511,REP_040,2024-05-12,HCP raised efficacy improvement and mentioned formulary restrictions. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised efficacy improvement and mentioned formulary restrictions.
CALL_003724,HCP_04626,REP_004,2024-01-13,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised side effect management and mentioned prefers competitor.
CALL_003725,HCP_01167,REP_018,2024-02-13,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised safety concern and mentioned needs more data.
CALL_003726,HCP_00406,REP_030,2024-01-31,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised efficacy improvement and mentioned no suitable patients yet.
CALL_003727,HCP_00363,REP_024,2024-01-28,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised safety concern and mentioned formulary restrictions.
CALL_003728,HCP_03797,REP_040,2024-01-22,HCP raised side effect management and mentioned workflow complexity. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised side effect management and mentioned workflow complexity.
CALL_003729,HCP_01040,REP_075,2024-01-08,HCP raised side effect management and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised side effect management and mentioned formulary restrictions.
CALL_003730,HCP_00464,REP_060,2024-01-13,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised efficacy improvement and mentioned prefers competitor.
CALL_003731,HCP_03421,REP_001,2024-01-28,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised efficacy improvement and mentioned prefers competitor.
CALL_003732,HCP_03446,REP_023,2024-02-22,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised patient support program and mentioned formulary restrictions.
CALL_003733,HCP_04198,REP_069,2024-04-12,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised efficacy improvement and mentioned no suitable patients yet.
CALL_003734,HCP_00937,REP_018,2024-01-22,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised patient support program and mentioned formulary restrictions.
CALL_003735,HCP_00498,REP_032,2024-02-22,HCP raised patient support program and mentioned prefers competitor. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised patient support program and mentioned prefers competitor.
CALL_003736,HCP_03328,REP_040,2024-01-01,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised new indication and mentioned workflow complexity.
CALL_003737,HCP_00862,REP_016,2024-02-11,HCP raised patient support program and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised patient support program and mentioned workflow complexity.
CALL_003738,HCP_04343,REP_050,2024-01-10,HCP raised efficacy improvement and mentioned formulary restrictions. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised efficacy improvement and mentioned formulary restrictions.
CALL_003739,HCP_04439,REP_010,2024-02-05,HCP raised side effect management and mentioned workflow complexity. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised side effect management and mentioned workflow complexity.
CALL_003740,HCP_01144,REP_007,2024-01-12,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised efficacy improvement and mentioned needs more data.
CALL_003741,HCP_03670,REP_014,2024-02-09,HCP raised side effect management and mentioned formulary restrictions. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised side effect management and mentioned formulary restrictions.
CALL_003742,HCP_02041,REP_062,2024-01-26,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised access / prior auth and mentioned workflow complexity.
CALL_003743,HCP_04776,REP_002,2024-02-14,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised new indication and mentioned workflow complexity.
CALL_003744,HCP_01024,REP_069,2024-01-05,HCP raised side effect management and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised side effect management and mentioned no suitable patients yet.
CALL_003745,HCP_04416,REP_036,2024-03-23,HCP raised patient support program and mentioned cost too high. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised patient support program and mentioned cost too high.
CALL_003746,HCP_04916,REP_005,2024-03-22,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised access / prior auth and mentioned workflow complexity.
CALL_003747,HCP_01685,REP_022,2024-04-02,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised new indication and mentioned needs more data.
CALL_003748,HCP_00755,REP_052,2024-02-23,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised efficacy improvement and mentioned workflow complexity.
CALL_003749,HCP_00728,REP_007,2024-02-12,HCP raised new indication and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised new indication and mentioned formulary restrictions.
CALL_003750,HCP_03355,REP_071,2024-03-07,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised access / prior auth and mentioned formulary restrictions.
CALL_003751,HCP_02988,REP_009,2024-02-15,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised side effect management and mentioned cost too high.
CALL_003752,HCP_04511,REP_048,2024-01-31,HCP raised patient support program and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised patient support program and mentioned no suitable patients yet.
CALL_003753,HCP_04747,REP_070,2024-02-19,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised access / prior auth and mentioned formulary restrictions.
CALL_003754,HCP_03991,REP_048,2024-02-06,HCP raised access / prior auth and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised access / prior auth and mentioned no suitable patients yet.
CALL_003755,HCP_04444,REP_001,2024-01-16,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised patient support program and mentioned needs more data.
CALL_003756,HCP_00236,REP_016,2024-03-14,HCP raised patient support program and mentioned prefers competitor. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised patient support program and mentioned prefers competitor.
CALL_003757,HCP_02408,REP_054,2024-02-14,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised patient support program and mentioned formulary restrictions.
CALL_003758,HCP_00568,REP_012,2024-01-26,HCP raised side effect management and mentioned formulary restrictions. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised side effect management and mentioned formulary restrictions.
CALL_003759,HCP_04712,REP_048,2024-01-09,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised safety concern and mentioned formulary restrictions.
CALL_003760,HCP_04671,REP_020,2024-03-02,HCP raised side effect management and mentioned formulary restrictions. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised side effect management and mentioned formulary restrictions.
CALL_003761,HCP_02878,REP_017,2024-03-20,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised access / prior auth and mentioned formulary restrictions.
CALL_003762,HCP_02260,REP_033,2024-01-29,HCP raised safety concern and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised safety concern and mentioned cost too high.
CALL_003763,HCP_02991,REP_049,2024-01-06,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised access / prior auth and mentioned formulary restrictions.
CALL_003764,HCP_01208,REP_065,2024-03-06,HCP raised side effect management and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised side effect management and mentioned formulary restrictions.
CALL_003765,HCP_03948,REP_044,2024-02-24,HCP raised patient support program and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised patient support program and mentioned workflow complexity.
CALL_003766,HCP_03454,REP_023,2024-02-28,HCP raised patient support program and mentioned prefers competitor. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised patient support program and mentioned prefers competitor.
CALL_003767,HCP_00051,REP_013,2024-03-16,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised new indication and mentioned prefers competitor.
CALL_003768,HCP_01588,REP_069,2024-01-26,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised access / prior auth and mentioned formulary restrictions.
CALL_003769,HCP_03213,REP_034,2024-01-04,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised efficacy improvement and mentioned no suitable patients yet.
CALL_003770,HCP_04717,REP_048,2024-04-29,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised efficacy improvement and mentioned prefers competitor.
CALL_003771,HCP_03212,REP_067,2024-01-10,HCP raised patient support program and mentioned workflow complexity. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised patient support program and mentioned workflow complexity.
CALL_003772,HCP_04405,REP_058,2024-01-09,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised safety concern and mentioned workflow complexity.
CALL_003773,HCP_04226,REP_011,2024-05-27,HCP raised efficacy improvement and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised efficacy improvement and mentioned formulary restrictions.
CALL_003774,HCP_04565,REP_008,2024-01-30,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised side effect management and mentioned prefers competitor.
CALL_003775,HCP_00939,REP_075,2024-02-21,HCP raised side effect management and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised side effect management and mentioned no suitable patients yet.
CALL_003776,HCP_03611,REP_060,2024-04-21,HCP raised side effect management and mentioned no suitable patients yet. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised side effect management and mentioned no suitable patients yet.
CALL_003777,HCP_03928,REP_040,2024-02-04,HCP raised access / prior auth and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised access / prior auth and mentioned no suitable patients yet.
CALL_003778,HCP_01890,REP_056,2024-01-06,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised safety concern and mentioned needs more data.
CALL_003779,HCP_02085,REP_070,2024-03-10,HCP raised safety concern and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised safety concern and mentioned prefers competitor.
CALL_003780,HCP_04065,REP_010,2024-04-15,HCP raised side effect management and mentioned no suitable patients yet. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised side effect management and mentioned no suitable patients yet.
CALL_003781,HCP_04586,REP_031,2024-03-30,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised access / prior auth and mentioned workflow complexity.
CALL_003782,HCP_01358,REP_018,2024-04-16,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised safety concern and mentioned formulary restrictions.
CALL_003783,HCP_01878,REP_035,2024-02-27,HCP raised safety concern and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised safety concern and mentioned cost too high.
CALL_003784,HCP_01634,REP_027,2024-01-25,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised safety concern and mentioned needs more data.
CALL_003785,HCP_00751,REP_027,2024-01-28,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised new indication and mentioned cost too high.
CALL_003786,HCP_01019,REP_037,2024-01-06,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised efficacy improvement and mentioned prefers competitor.
CALL_003787,HCP_00508,REP_008,2024-02-23,HCP raised patient support program and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised patient support program and mentioned prefers competitor.
CALL_003788,HCP_00205,REP_042,2024-01-06,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised safety concern and mentioned needs more data.
CALL_003789,HCP_01078,REP_039,2024-03-10,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised patient support program and mentioned needs more data.
CALL_003790,HCP_04688,REP_075,2024-02-05,HCP raised patient support program and mentioned no suitable patients yet. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised patient support program and mentioned no suitable patients yet.
CALL_003791,HCP_01700,REP_057,2024-03-16,HCP raised patient support program and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised patient support program and mentioned prefers competitor.
